CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region T_Sist_Lin_Inexato_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000378,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,1234003
CPU_CLK_UNHALTED_CORE,FIXC1,1223129
CPU_CLK_UNHALTED_REF,FIXC2,1225700
PWR_PKG_ENERGY,PWR0,0.0464
PWR_DRAM_ENERGY,PWR3,0.0049
UNCORE_CLOCK,UBOXFIX,52556
TABLE,Region T_Sist_Lin_Inexato_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0004,
Runtime unhalted [s],0.0005,
Clock [MHz],2394.3531,
Uncore Clock [MHz],138.9949,
CPI,0.9912,
Energy [J],0.0464,
Power [W],122.8404,
Energy DRAM [J],0.0049,
Power DRAM [W],13.0750,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region T_Newton_Padrao_64,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.076968,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,64785380
CPU_CLK_UNHALTED_CORE,FIXC1,48492030
CPU_CLK_UNHALTED_REF,FIXC2,48607100
PWR_PKG_ENERGY,PWR0,0.3965
PWR_DRAM_ENERGY,PWR3,0.0577
UNCORE_CLOCK,UBOXFIX,504677
TABLE,Region T_Newton_Padrao_64,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0770,
Runtime unhalted [s],0.0202,
Clock [MHz],2393.7058,
Uncore Clock [MHz],6.5570,
CPI,0.7485,
Energy [J],0.3965,
Power [W],5.1513,
Energy DRAM [J],0.0577,
Power DRAM [W],0.7502,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region Tderi_grad_Padrao_64,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000269,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,953418
CPU_CLK_UNHALTED_CORE,FIXC1,1039063
CPU_CLK_UNHALTED_REF,FIXC2,1042400
PWR_PKG_ENERGY,PWR0,0.0659
PWR_DRAM_ENERGY,PWR3,0.0072
UNCORE_CLOCK,UBOXFIX,57930
TABLE,Region Tderi_grad_Padrao_64,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0003,
Runtime unhalted [s],0.0004,
Clock [MHz],2391.7049,
Uncore Clock [MHz],215.4391,
CPI,1.0898,
Energy [J],0.0659,
Power [W],245.1460,
Energy DRAM [J],0.0072,
Power DRAM [W],26.7845,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region Tderi_hes_padrao_64,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.016776,
call count,50,
Event,Counter,HWThread 3
