Runtime unhalted [s],0.0002,
Clock [MHz],3805.6750,
CPI,1.2770,
L2 request rate,0.1175,
L2 miss rate,0.0300,
L2 miss ratio,0.2550,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_Inexato_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.002726,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,12629450
CPU_CLK_UNHALTED_CORE,FIXC1,10633410
CPU_CLK_UNHALTED_REF,FIXC2,9563416
L2_TRANS_ALL_REQUESTS,PMC0,93896
L2_RQSTS_MISS,PMC1,24622
TABLE,Region Tderi_hes_Inexato_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0027,
Runtime unhalted [s],0.0031,
Clock [MHz],3789.3225,
CPI,0.8420,
L2 request rate,0.0074,
L2 miss rate,0.0019,
L2 miss ratio,0.2622,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Sist_Lin_Inexato_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000122,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,674478
CPU_CLK_UNHALTED_CORE,FIXC1,849582
CPU_CLK_UNHALTED_REF,FIXC2,765806
L2_TRANS_ALL_REQUESTS,PMC0,97348
L2_RQSTS_MISS,PMC1,25866
TABLE,Region T_Sist_Lin_Inexato_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0002,
Clock [MHz],3780.8426,
CPI,1.2596,
L2 request rate,0.1443,
L2 miss rate,0.0383,
L2 miss ratio,0.2657,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Newton_Padrao_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.035156,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,40251500
CPU_CLK_UNHALTED_CORE,FIXC1,30518890
